"TimeStamp","Id","co2","temperature","humidity","tvoc","pm1","pm25","humidityRating","virusRisk"
"2021-11-18T12:00:00Z","AS_04","697","22.3","51","465","","","GOOD","4"
"2021-11-18T12:10:00Z","AS_01","560","19.9","52","146","1","1","GOOD","3"
"2021-11-18T12:10:00Z","AS_02","460","22.3","48","270","0","0","GOOD","3"
"2021-11-18T12:10:00Z","AS_03","527","22.9","45","367","1","1","GOOD","4"
"2021-11-18T12:10:00Z","AS_04","677","22.3","51","497","1","1","GOOD","4"
"2021-11-18T12:20:00Z","AS_01","555","20","52","140","0","0","GOOD","3"
"2021-11-18T12:20:00Z","AS_02","469","22.1","48","242","1","1","GOOD","3"
"2021-11-18T12:20:00Z","AS_03","520","22.7","45","332","1","1","GOOD","4"
"2021-11-18T12:20:00Z","AS_04","661","22","51","730","1","1","GOOD","4"
"2021-11-18T12:30:00Z","AS_01","528","19.8","52","119","0","0","GOOD","3"
"2021-11-18T12:30:00Z","AS_02","451","21.8","48","225","","","GOOD","3"
"2021-11-18T12:30:00Z","AS_03","536","22.6","45","308","2","2","GOOD","4"
"2021-11-18T12:30:00Z","AS_04","634","21.9","51","483","0","0","GOOD","4"
"2021-11-18T12:40:00Z","AS_01","535","20","52","135","1","1","GOOD","3"
"2021-11-18T12:40:00Z","AS_02","456","22.4","48","219","0","0","GOOD","3"
"2021-11-18T12:40:00Z","AS_03","499","23.6","45","287","1","1","GOOD","4"
"2021-11-18T12:40:00Z","AS_04","600","22.3","51","452","0","0","GOOD","4"
"2021-11-18T12:50:00Z","AS_01","547","20.7","51","148","1","1","GOOD","3"
"2021-11-18T12:50:00Z","AS_02","462","23.1","47","236","0","0","GOOD","3"
"2021-11-18T12:50:00Z","AS_03","527","24.4","44","294","0","0","GOOD","4"
"2021-11-18T12:50:00Z","AS_04","632","22.5","51","605","0","0","GOOD","4"
"2021-11-18T13:00:00Z","AS_01","564","20.8","51","157","2","2","GOOD","3"
"2021-11-18T13:00:00Z","AS_02","471","23.7","46","250","0","0","GOOD","3"
"2021-11-18T13:00:00Z","AS_03","513","25","42","315","0","0","GOOD","4"
"2021-11-18T13:00:00Z","AS_04","643","23.1","50","473","2","2","GOOD","4"
"2021-11-18T13:10:00Z","AS_01","555","21.3","50","148","0","0","GOOD","3"
"2021-11-18T13:10:00Z","AS_02","464","24.4","45","287","0","0","GOOD","3"
"2021-11-18T13:10:00Z","AS_03","514","25.6","41","335","0","0","GOOD","4"
"2021-11-18T13:10:00Z","AS_04","679","23.5","49","387","1","1","GOOD","4"
"2021-11-18T13:20:00Z","AS_01","574","21.5","49","184","1","3","GOOD","3"
"2021-11-18T13:20:00Z","AS_02","494","24.6","45","281","0","0","GOOD","3"
"2021-11-18T13:20:00Z","AS_03","519","25.9","40","356","0","0","GOOD","4"
"2021-11-18T13:20:00Z","AS_04","684","23.8","48","339","1","1","GOOD","4"
"2021-11-18T13:30:00Z","AS_01","591","21.6","49","195","1","1","GOOD","3"
"2021-11-18T13:30:00Z","AS_02","471","24.6","44","298","0","0","GOOD","3"
"2021-11-18T13:30:00Z","AS_03","517","26","40","349","0","0","GOOD","4"
"2021-11-18T13:30:00Z","AS_04","644","23.8","48","256","1","1","GOOD","4"
"2021-11-18T13:40:00Z","AS_01","587","21.4","49","170","0","0","GOOD","3"
"2021-11-18T13:40:00Z","AS_02","462","24.6","44","298","","","GOOD","3"
"2021-11-18T13:40:00Z","AS_03","507","25.6","41","356","1","1","GOOD","4"
"2021-11-18T13:40:00Z","AS_04","602","23.7","48","205","0","0","GOOD","4"
"2021-11-18T13:50:00Z","AS_01","587","21.3","50","184","0","0","GOOD","3"
"2021-11-18T13:50:00Z","AS_02","492","24.4","45","281","1","1","GOOD","3"
"2021-11-18T13:50:00Z","AS_03","514","25.4","41","349","0","0","GOOD","4"
"2021-11-18T13:50:00Z","AS_04","632","23.6","48","198","0","0","GOOD","4"
"2021-11-18T14:00:00Z","AS_01","585","21","50","170","0","0","GOOD","3"
"2021-11-18T14:00:00Z","AS_02","458","24.1","45","270","","","GOOD","3"
"2021-11-18T14:00:00Z","AS_03","506","25.1","42","328","0","0","GOOD","4"
"2021-11-18T14:00:00Z","AS_04","605","23.3","49","152","0","0","GOOD","4"
"2021-11-18T14:10:00Z","AS_01","627","21","51","195","1","1","GOOD","3"
"2021-11-18T14:10:00Z","AS_02","460","23.9","45","253","1","1","GOOD","3"
"2021-11-18T14:10:00Z","AS_03","505","24.8","42","294","1","1","GOOD","4"
"2021-11-18T14:10:00Z","AS_04","610","23.1","49","165","1","1","GOOD","4"
"2021-11-18T14:20:00Z","AS_01","656","20.9","51","195","0","0","GOOD","3"
"2021-11-18T14:20:00Z","AS_02","462","23.6","46","225","1","1","GOOD","3"
"2021-11-18T14:20:00Z","AS_03","519","24.4","43","281","1","1","GOOD","4"
"2021-11-18T14:20:00Z","AS_04","646","23","49","208","1","1","GOOD","4"
"2021-11-18T14:30:00Z","AS_01","681","20.8","52","198","0","0","GOOD","3"
"2021-11-18T14:30:00Z","AS_02","461","23.4","46","212","1","1","GOOD","3"
"2021-11-18T14:30:00Z","AS_03","534","24","43","273","1","1","GOOD","4"
"2021-11-18T14:30:00Z","AS_04","651","22.8","50","212","2","2","GOOD","4"
"2021-11-18T14:40:00Z","AS_01","672","20.6","52","198","2","2","GOOD","3"
"2021-11-18T14:40:00Z","AS_02","468","23.2","47","198","0","0","GOOD","3"
"2021-11-18T14:40:00Z","AS_03","517","23.8","44","250","0","0","GOOD","4"
"2021-11-18T14:40:00Z","AS_04","658","22.7","50","270","1","1","GOOD","4"
"2021-11-18T14:50:00Z","AS_01","667","20.5","52","184","0","0","GOOD","3"
"2021-11-18T14:50:00Z","AS_02","467","22.9","47","172","1","1","GOOD","3"
"2021-11-18T14:50:00Z","AS_03","520","23.4","44","239","1","1","GOOD","4"
"2021-11-18T14:50:00Z","AS_04","677","22.5","51","246","1","1","GOOD","4"
"2021-11-18T15:00:00Z","AS_01","679","20.5","52","176","0","0","GOOD","3"
"2021-11-18T15:00:00Z","AS_02","448","22.6","47","159","","","GOOD","2"
"2021-11-18T15:00:00Z","AS_03","501","23.4","44","225","0","0","GOOD","4"
"2021-11-18T15:00:00Z","AS_04","657","22.4","51","428","1","1","GOOD","4"
"2021-11-18T15:10:00Z","AS_01","689","20.7","53","165","1","1","GOOD","3"
"2021-11-18T15:10:00Z","AS_02","470","23","47","153","0","0","GOOD","3"
"2021-11-18T15:10:00Z","AS_03","496","23.9","44","219","0","0","GOOD","4"
"2021-11-18T15:10:00Z","AS_04","631","22.3","51","290","1","1","GOOD","4"
"2021-11-18T15:20:00Z","AS_01","792","21.4","52","219","1","1","GOOD","3"
"2021-11-18T15:20:00Z","AS_02","476","24","47","181","1","2","GOOD","3"
"2021-11-18T15:20:00Z","AS_03","505","24.7","43","212","0","0","GOOD","4"
"2021-11-18T15:20:00Z","AS_04","629","22.8","51","232","2","2","GOOD","4"
"2021-11-18T15:30:00Z","AS_01","797","21.6","51","222","0","0","GOOD","3"
"2021-11-18T15:30:00Z","AS_02","489","24.4","45","198","0","0","GOOD","3"
"2021-11-18T15:30:00Z","AS_03","519","25.4","41","256","1","1","GOOD","4"
"2021-11-18T15:30:00Z","AS_04","609","23.2","50","153","1","1","GOOD","4"
"2021-11-18T15:40:00Z","AS_01","828","21.9","51","215","0","0","GOOD","3"
"2021-11-18T15:40:00Z","AS_02","490","24.8","44","215","","","GOOD","3"
"2021-11-18T15:40:00Z","AS_03","534","26.1","41","290","0","0","GOOD","4"
"2021-11-18T15:40:00Z","AS_04","615","23.1","49","155","1","1","GOOD","4"
"2021-11-18T15:50:00Z","AS_01","822","22.1","50","205","2","2","GOOD","3"
"2021-11-18T15:50:00Z","AS_02","485","25.1","44","264","0","0","GOOD","3"
"2021-11-18T15:50:00Z","AS_03","516","26.6","40","304","0","0","GOOD","4"
"2021-11-18T15:50:00Z","AS_04","617","23.4","49","163","1","1","GOOD","4"
"2021-11-18T16:00:00Z","AS_01","811","22.3","49","208","0","0","GOOD","3"
"2021-11-18T16:00:00Z","AS_02","518","25.5","43","267","1","1","GOOD","3"
"2021-11-18T16:00:00Z","AS_03","530","26.9","39","318","1","1","GOOD","3"
"2021-11-18T16:00:00Z","AS_04","648","23.8","48","734","2","2","GOOD","4"
"2021-11-18T16:10:00Z","AS_01","815","22.6","49","174","0","0","GOOD","3"
"2021-11-18T16:10:00Z","AS_02","501","25.9","43","284","0","0","GOOD","3"
"2021-11-18T16:10:00Z","AS_03","526","27.2","39","322","1","1","GOOD","3"
"2021-11-18T16:10:00Z","AS_04","641","23.8","48","229","2","2","GOOD","4"
"2021-11-18T16:20:00Z","AS_01","865","22.7","48","172","0","0","GOOD","7"
"2021-11-18T16:20:00Z","AS_02","513","26.2","42","318","2","2","GOOD","9"
"2021-11-18T16:20:00Z","AS_03","528","27.4","38","353","1","1","GOOD","9"
"2021-11-18T16:20:00Z","AS_04","609","23.9","47","166","3","3","GOOD","9"
"2021-11-18T16:30:00Z","AS_01","826","22.9","48","169","0","3","GOOD","3"
"2021-11-18T16:30:00Z","AS_02","501","26.4","42","325","2","2","GOOD","3"
"2021-11-18T16:30:00Z","AS_03","527","27.7","37","353","1","1","GOOD","3"
"2021-11-18T16:30:00Z","AS_04","637","24.1","47","159","3","3","GOOD","4"
"2021-11-18T16:40:00Z","AS_01","818","22.9","48","169","0","0","GOOD","3"
"2021-11-18T16:40:00Z","AS_02","499","26.6","41","342","1","1","GOOD","3"
"2021-11-18T16:40:00Z","AS_03","565","28","37","353","2","2","GOOD","4"
"2021-11-18T16:40:00Z","AS_04","620","24.2","46","142","3","3","GOOD","4"
"2021-11-18T16:50:00Z","AS_01","792","23.1","48","153","1","1","GOOD","3"
"2021-11-18T16:50:00Z","AS_02","506","26.9","41","353","1","1","GOOD","3"
"2021-11-18T16:50:00Z","AS_03","544","28.1","37","370","0","0","GOOD","4"
"2021-11-18T16:50:00Z","AS_04","623","24.3","46","116","3","3","GOOD","3"
"2021-11-18T17:00:00Z","AS_01","757","23.2","47","155","1","1","GOOD","3"
"2021-11-18T17:00:00Z","AS_02","517","27.1","40","353","1","1","GOOD","3"
"2021-11-18T17:00:00Z","AS_03","547","28.4","36","373","1","1","GOOD","3"
"2021-11-18T17:00:00Z","AS_04","610","24.5","45","112","1","1","GOOD","3"
"2021-11-18T17:10:00Z","AS_01","747","23.2","47","163","2","2","GOOD","2"
"2021-11-18T17:10:00Z","AS_02","516","27.4","40","332","2","2","GOOD","2"
"2021-11-18T17:10:00Z","AS_03","549","28.5","36","335","1","1","GOOD","3"
"2021-11-18T17:10:00Z","AS_04","639","24.8","45","114","3","3","GOOD","3"
"2021-11-18T17:20:00Z","AS_01","754","23.2","47","140","0","0","GOOD","2"
"2021-11-18T17:20:00Z","AS_02","516","27.4","40","373","1","1","GOOD","2"
"2021-11-18T17:20:00Z","AS_03","539","28.6","36","390","2","2","GOOD","3"
"2021-11-18T17:20:00Z","AS_04","708","25","45","127","3","3","GOOD","3"
"2021-11-18T17:30:00Z","AS_01","722","23.5","46","122","2","2","GOOD","2"
"2021-11-18T17:30:00Z","AS_02","528","27.7","39","349","1","1","GOOD","2"
"2021-11-18T17:30:00Z","AS_03","577","28.9","35","325","1","1","GOOD","3"
"2021-11-18T17:30:00Z","AS_04","687","25.3","44","135","2","2","GOOD","3"
"2021-11-18T17:40:00Z","AS_01","689","23.4","46","105","2","2","GOOD","2"
"2021-11-18T17:40:00Z","AS_02","515","27.7","39","339","","","GOOD","2"
"2021-11-18T17:40:00Z","AS_03","568","29","35","376","2","2","GOOD","3"
"2021-11-18T17:40:00Z","AS_04","677","25.5","44","133","3","3","GOOD","3"
"2021-11-18T17:50:00Z","AS_01","729","23.6","46","97","1","1","GOOD","2"
"2021-11-18T17:50:00Z","AS_02","539","28","39","370","1","1","GOOD","2"
"2021-11-18T17:50:00Z","AS_03","562","29.1","35","345","2","2","GOOD","3"
"2021-11-18T17:50:00Z","AS_04","681","25.6","44","140","3","3","GOOD","3"
"2021-11-18T18:00:00Z","AS_01","666","23.5","46","97","1","1","GOOD","2"
"2021-11-18T18:00:00Z","AS_02","527","28.1","39","345","","","GOOD","2"
"2021-11-18T18:00:00Z","AS_03","561","29","35","345","4","4","GOOD","3"
"2021-11-18T18:00:00Z","AS_04","650","25.8","43","131","2","2","GOOD","3"
"2021-11-18T18:10:00Z","AS_03","566","29.4","35","356","","","GOOD","3"
"2021-11-18T18:20:00Z","AS_01","657","23.7","46","78","","","GOOD","2"
"2021-11-18T18:20:00Z","AS_02","507","28.3","38","570","","","GOOD","2"
"2021-11-18T18:20:00Z","AS_03","586","29.4","35","353","","","GOOD","3"
"2021-11-18T18:20:00Z","AS_04","636","25.9","43","133","","","GOOD","3"
"2021-11-18T18:30:00Z","AS_01","640","23.6","46","84","","","GOOD","2"
"2021-11-18T18:30:00Z","AS_02","545","28.2","38","411","","","GOOD","2"
"2021-11-18T18:30:00Z","AS_03","573","29.5","34","349","2","2","GOOD","3"
"2021-11-18T18:30:00Z","AS_04","628","26","43","144","","","GOOD","3"
"2021-11-18T18:40:00Z","AS_01","635","23.7","46","76","","","GOOD","2"
"2021-11-18T18:40:00Z","AS_02","531","28.4","38","359","","","GOOD","2"
"2021-11-18T18:40:00Z","AS_03","556","29.6","34","353","","","GOOD","3"
"2021-11-18T18:40:00Z","AS_04","637","26","43","127","","","GOOD","3"
"2021-11-18T18:50:00Z","AS_01","604","23.8","46","71","1","1","GOOD","2"
"2021-11-18T18:50:00Z","AS_02","529","28.6","38","342","","","GOOD","2"
"2021-11-18T18:50:00Z","AS_03","561","29.6","34","370","","","GOOD","3"
"2021-11-18T18:50:00Z","AS_04","625","26.1","43","129","","","GOOD","3"
"2021-11-18T19:00:00Z","AS_01","622","23.8","45","59","","","GOOD","2"
"2021-11-18T19:00:00Z","AS_02","530","28.6","38","362","","","GOOD","2"
"2021-11-18T19:00:00Z","AS_03","567","29.7","34","349","","","GOOD","3"
"2021-11-18T19:00:00Z","AS_04","627","26.1","42","127","2","2","GOOD","3"
"2021-11-18T19:10:00Z","AS_01","610","23.8","45","52","","","GOOD","2"
"2021-11-18T19:10:00Z","AS_02","524","28.6","38","353","","","GOOD","2"
"2021-11-18T19:10:00Z","AS_03","570","29.7","34","328","","","GOOD","3"
"2021-11-18T19:10:00Z","AS_04","614","26.3","42","264","","","GOOD","3"
"2021-11-18T19:20:00Z","AS_01","607","23.8","45","58","","","GOOD","2"
"2021-11-18T19:20:00Z","AS_02","508","28.9","37","342","3","6","GOOD","2"
"2021-11-18T19:20:00Z","AS_03","552","29.8","34","339","","","GOOD","3"
"2021-11-18T19:20:00Z","AS_04","636","26.3","42","144","","","GOOD","3"
"2021-11-18T19:30:00Z","AS_01","627","23.9","45","58","","","GOOD","2"
"2021-11-18T19:30:00Z","AS_02","517","28.8","37","359","","","GOOD","2"
"2021-11-18T19:30:00Z","AS_03","575","29.8","34","342","1","1","GOOD","3"
"2021-11-18T19:30:00Z","AS_04","607","26.4","42","135","","","GOOD","3"
"2021-11-18T19:40:00Z","AS_01","640","23.8","45","59","","","GOOD","2"
"2021-11-18T19:40:00Z","AS_02","521","28.9","37","342","","","GOOD","2"
"2021-11-18T19:40:00Z","AS_03","561","29.9","34","332","","","GOOD","3"
"2021-11-18T19:40:00Z","AS_04","604","26.5","42","125","","","GOOD","3"
"2021-11-18T19:50:00Z","AS_01","567","23.8","45","56","2","2","GOOD","2"
"2021-11-18T19:50:00Z","AS_02","511","28.9","37","345","","","GOOD","2"
"2021-11-18T19:50:00Z","AS_03","540","30","33","339","","","GOOD","3"
"2021-11-18T19:50:00Z","AS_04","599","26.5","42","125","","","GOOD","3"
"2021-11-18T20:00:00Z","AS_01","587","24","45","59","","","GOOD","2"
"2021-11-18T20:00:00Z","AS_02","506","29.1","37","353","","","GOOD","2"
"2021-11-18T20:00:00Z","AS_03","551","30.2","33","318","","","GOOD","3"
"2021-11-18T20:00:00Z","AS_04","595","26.5","42","125","1","3","GOOD","3"
"2021-11-18T20:10:00Z","AS_01","583","23.9","45","52","","","GOOD","2"
"2021-11-18T20:10:00Z","AS_02","512","29.2","37","342","","","GOOD","2"
"2021-11-18T20:10:00Z","AS_03","538","30.1","33","325","","","GOOD","3"
"2021-11-18T20:10:00Z","AS_04","593","26.8","42","129","","","GOOD","3"
"2021-11-18T20:20:00Z","AS_01","568","23.9","45","54","","","GOOD","2"
"2021-11-18T20:20:00Z","AS_02","498","29.2","37","335","2","2","GOOD","2"
"2021-11-18T20:20:00Z","AS_03","536","30.1","33","332","","","GOOD","3"
"2021-11-18T20:20:00Z","AS_04","575","26.6","42","127","","","GOOD","3"
"2021-11-18T20:30:00Z","AS_01","586","24","45","63","","","GOOD","2"
"2021-11-18T20:30:00Z","AS_02","503","29.1","36","342","","","GOOD","2"
"2021-11-18T20:30:00Z","AS_03","539","30.2","33","322","2","2","GOOD","3"
"2021-11-18T20:30:00Z","AS_04","575","26.6","42","123","","","GOOD","3"
"2021-11-18T20:40:00Z","AS_01","564","24","45","63","","","GOOD","2"
"2021-11-18T20:40:00Z","AS_02","499","29.2","36","339","","","GOOD","2"
"2021-11-18T20:40:00Z","AS_03","535","30.2","33","318","","","GOOD","3"
"2021-11-18T20:40:00Z","AS_04","575","26.7","42","125","","","GOOD","3"
"2021-11-18T20:50:00Z","AS_01","554","23.9","45","63","2","2","GOOD","2"
"2021-11-18T20:50:00Z","AS_02","489","29.4","36","335","","","GOOD","2"
"2021-11-18T20:50:00Z","AS_03","538","30.2","33","315","","","GOOD","3"
"2021-11-18T20:50:00Z","AS_04","574","26.8","42","123","","","GOOD","3"
"2021-11-18T21:00:00Z","AS_01","585","24","44","61","","","GOOD","3"
"2021-11-18T21:00:00Z","AS_02","500","29.4","36","322","","","GOOD","2"
"2021-11-18T21:00:00Z","AS_03","514","30.2","33","308","","","GOOD","3"
"2021-11-18T21:00:00Z","AS_04","553","26.8","41","123","2","2","GOOD","3"
"2021-11-18T21:10:00Z","AS_01","554","24","44","67","","","GOOD","2"
"2021-11-18T21:10:00Z","AS_02","482","29.4","36","325","","","GOOD","2"
"2021-11-18T21:10:00Z","AS_03","520","30.4","33","301","","","GOOD","3"
"2021-11-18T21:10:00Z","AS_04","560","27","41","108","","","GOOD","3"
"2021-11-18T21:20:00Z","AS_01","572","24.1","44","75","","","GOOD","2"
"2021-11-18T21:20:00Z","AS_02","480","29.6","36","318","1","2","GOOD","2"
"2021-11-18T21:20:00Z","AS_03","517","30.2","33","301","","","GOOD","3"
"2021-11-18T21:20:00Z","AS_04","561","27","41","122","","","GOOD","3"
"2021-11-18T21:30:00Z","AS_01","564","24","44","69","","","GOOD","2"
"2021-11-18T21:30:00Z","AS_02","497","29.6","36","322","","","GOOD","2"
"2021-11-18T21:30:00Z","AS_03","510","30.4","32","294","2","2","GOOD","3"
"2021-11-18T21:30:00Z","AS_04","556","27","41","114","","","GOOD","3"
"2021-11-18T21:40:00Z","AS_01","553","24.1","44","65","","","GOOD","2"
"2021-11-18T21:40:00Z","AS_02","479","29.6","36","328","","","GOOD","2"
"2021-11-18T21:40:00Z","AS_03","504","30.5","32","298","","","GOOD","3"
"2021-11-18T21:40:00Z","AS_04","564","27","41","118","","","GOOD","3"
"2021-11-18T21:50:00Z","AS_01","547","24.1","44","69","2","2","GOOD","2"
"2021-11-18T21:50:00Z","AS_02","471","29.6","36","315","","","GOOD","2"
"2021-11-18T21:50:00Z","AS_03","506","30.5","32","287","","","GOOD","3"
"2021-11-18T21:50:00Z","AS_04","539","27","41","106","","","GOOD","3"
"2021-11-18T22:00:00Z","AS_01","558","24.2","44","76","","","GOOD","2"
"2021-11-18T22:00:00Z","AS_02","478","29.6","35","308","","","GOOD","2"
"2021-11-18T22:00:00Z","AS_03","521","30.6","32","301","","","GOOD","2"
"2021-11-18T22:00:00Z","AS_04","530","27","41","97","2","2","GOOD","3"
"2021-11-18T22:10:00Z","AS_01","530","24.3","44","72","","","GOOD","2"
"2021-11-18T22:10:00Z","AS_02","482","29.7","35","318","","","GOOD","2"
"2021-11-18T22:10:00Z","AS_03","506","30.5","32","298","","","GOOD","2"
"2021-11-18T22:10:00Z","AS_04","532","27.1","41","105","","","GOOD","3"
"2021-11-18T22:20:00Z","AS_01","548","24.3","44","80","","","GOOD","2"
"2021-11-18T22:20:00Z","AS_02","476","29.8","35","322","3","3","GOOD","2"
"2021-11-18T22:20:00Z","AS_03","504","30.6","32","287","","","GOOD","2"
"2021-11-18T22:20:00Z","AS_04","524","27.1","41","106","","","GOOD","2"
"2021-11-18T22:30:00Z","AS_01","525","24.3","44","82","","","GOOD","2"
"2021-11-18T22:30:00Z","AS_02","477","29.9","35","308","","","GOOD","2"
"2021-11-18T22:30:00Z","AS_03","494","30.6","32","281","2","5","GOOD","2"
"2021-11-18T22:30:00Z","AS_04","543","27.1","41","108","","","GOOD","2"
"2021-11-18T22:40:00Z","AS_01","551","24.1","44","84","","","GOOD","2"
"2021-11-18T22:40:00Z","AS_02","474","29.9","35","322","","","GOOD","2"
"2021-11-18T22:40:00Z","AS_03","497","30.6","32","301","","","GOOD","2"
"2021-11-18T22:40:00Z","AS_04","518","27.2","41","93","","","GOOD","2"
"2021-11-18T22:50:00Z","AS_01","529","24.3","44","84","1","1","GOOD","2"
"2021-11-18T22:50:00Z","AS_02","458","29.9","35","318","","","GOOD","2"
"2021-11-18T22:50:00Z","AS_03","503","30.8","32","277","","","GOOD","2"
"2021-11-18T22:50:00Z","AS_04","513","27.2","41","93","","","GOOD","2"
"2021-11-18T23:00:00Z","AS_01","529","24.3","44","82","","","GOOD","2"
"2021-11-18T23:00:00Z","AS_02","463","29.9","35","325","","","GOOD","2"
"2021-11-18T23:00:00Z","AS_03","487","30.9","32","290","","","GOOD","2"
"2021-11-18T23:00:00Z","AS_04","523","27.3","41","97","1","1","GOOD","2"
"2021-11-18T23:10:00Z","AS_01","530","24.3","44","80","","","GOOD","2"
"2021-11-18T23:10:00Z","AS_02","475","29.9","35","311","","","GOOD","2"
"2021-11-18T23:10:00Z","AS_03","497","30.8","32","298","","","GOOD","2"
"2021-11-18T23:10:00Z","AS_04","507","27.3","40","95","","","GOOD","2"
"2021-11-18T23:20:00Z","AS_01","536","24.3","44","95","","","GOOD","2"
"2021-11-18T23:20:00Z","AS_02","468","29.9","35","311","1","3","GOOD","2"
"2021-11-18T23:20:00Z","AS_03","490","30.9","32","270","","","GOOD","2"
"2021-11-18T23:20:00Z","AS_04","514","27.4","40","106","","","GOOD","2"
"2021-11-18T23:30:00Z","AS_01","538","24.4","44","86","","","GOOD","2"
"2021-11-18T23:30:00Z","AS_02","469","30.1","35","294","","","GOOD","2"
